MUN;Nao;Total
410840 FRANCISCO BELTRAO;1260;1276
410845 FOZ DO JORDAO;89;89
410850 GENERAL CARNEIRO;194;198
410855 GODOY MOREIRA;24;24
410860 GOIOERE;329;334
410865 GOIOXIM;108;108
410870 GRANDES RIOS;83;84
410880 GUAIRA;441;449
410890 GUAIRACA;78;78
410895 GUAMIRANGA;69;71
410900 GUAPIRAMA;50;50
410910 GUAPOREMA;18;18
410920 GUARACI;52;54
410930 GUARANIACU;191;191
410940 GUARAPUAVA;2911;2932
410950 GUARAQUECABA;107;110
410960 GUARATUBA;529;537
410965 HONORIO SERPA;71;73
410970 IBAITI;360;360
410975 IBEMA;93;93
410980 IBIPORA;612;624
410990 ICARAIMA;107;107
411000 IGUARACU;64;64
411005 IGUATU;21;21
411007 IMBAU;163;163
411010 IMBITUVA;442;443
411020 INACIO MARTINS;167;169
411030 INAJA;33;33
411040 INDIANOPOLIS;52;52
411050 IPIRANGA;207;209
411060 IPORA;210;211
411065 IRACEMA DO OESTE;32;32
411070 IRATI;743;746
411080 IRETAMA;127;129
411090 ITAGUAJE;58;58
411095 ITAIPULANDIA;135;138
411100 ITAMBARACA;56;58
411110 ITAMBE;69;71
411120 ITAPEJARA D'OESTE;158;159
411125 ITAPERUCU;491;529
411130 ITAUNA DO SUL;44;45
411140 IVAI;194;197
411150 IVAIPORA;344;347
411155 IVATE;88;88
411160 IVATUBA;33;34
411170 JABOTI;73;73
411180 JACAREZINHO;561;570
411190 JAGUAPITA;170;170
411200 JAGUARIAIVA;488;530
411210 JANDAIA DO SUL;233;235
411220 JANIOPOLIS;55;56
411230 JAPIRA;55;55
411240 JAPURA;92;92
411250 JARDIM ALEGRE;131;135
411260 JARDIM OLINDA;14;14
411270 JATAIZINHO;155;159
411275 JESUITAS;103;104
411280 JOAQUIM TAVORA;171;172
411290 JUNDIAI DO SUL;41;43
411295 JURANDA;99;99
411300 JUSSARA;67;69
411310 KALORE;50;50
411320 LAPA;533;539
411325 LARANJAL;92;92
411330 LARANJEIRAS DO SUL;486;491
411340 LEOPOLIS;41;43
411342 LIDIANOPOLIS;32;32
411345 LINDOESTE;64;64
411350 LOANDA;323;323
411360 LOBATO;47;48
411370 LONDRINA;6338;6420
411373 LUIZIANA;92;92
411375 LUNARDELLI;49;49
411380 LUPIONOPOLIS;45;45
411390 MALLET;135;135
411400 MAMBORE;151;151
411410 MANDAGUACU;419;423
411420 MANDAGUARI;484;491
411430 MANDIRITUBA;331;339
411435 MANFRINOPOLIS;34;35
411440 MANGUEIRINHA;238;240
411450 MANOEL RIBAS;215;215
411460 MARECHAL CANDIDO RONDON;738;744
411470 MARIA HELENA;67;67
411480 MARIALVA;540;551
411490 MARILANDIA DO SUL;124;125
411500 MARILENA;77;78
411510 MARILUZ;145;146
411520 MARINGA;4753;4803
411530 MARIOPOLIS;83;84
411535 MARIPA;74;76
411540 MARMELEIRO;207;209
411545 MARQUINHO;56;56
411550 MARUMBI;47;47
411560 MATELANDIA;291;292
411570 MATINHOS;515;519
411573 MATO RICO;32;37
411575 MAUA DA SERRA;157;157
411580 MEDIANEIRA;787;794
411585 MERCEDES;62;62
411590 MIRADOR;31;31
411600 MIRASELVA;25;26
411605 MISSAL;126;133
411610 MOREIRA SALES;123;124
411620 MORRETES;219;220
411630 MUNHOZ DE MELO;49;49
411640 NOSSA SENHORA DAS GRACAS;53;53
411650 NOVA ALIANCA DO IVAI;14;14
411660 NOVA AMERICA DA COLINA;35;35
411670 NOVA AURORA;146;146
411680 NOVA CANTU;93;93
411690 NOVA ESPERANCA;283;285
411695 NOVA ESPERANCA DO SUDOESTE;73;74
411700 NOVA FATIMA;66;66
411705 NOVA LARANJEIRAS;176;177
411710 NOVA LONDRINA;148;149
411720 NOVA OLIMPIA;66;67
411721 NOVA SANTA BARBARA;49;49
411722 NOVA SANTA ROSA;108;108
411725 NOVA PRATA DO IGUACU;131;134
411727 NOVA TEBAS;85;86
411729 NOVO ITACOLOMI;42;42
411730 ORTIGUEIRA;344;348
411740 OURIZONA;34;34
411745 OURO VERDE DO OESTE;73;74
411750 PAICANDU;623;629
411760 PALMAS;800;811
411770 PALMEIRA;425;429
411780 PALMITAL;193;194
411790 PALOTINA;522;529
411800 PARAISO DO NORTE;190;190
411810 PARANACITY;118;118
411820 PARANAGUA;2201;2231
411830 PARANAPOEMA;25;25
411840 PARANAVAI;1079;1083
411845 PATO BRAGADO;83;84
411850 PATO BRANCO;1333;1346
411860 PAULA FREITAS;54;55
411870 PAULO FRONTIN;66;66
411880 PEABIRU;157;158
411885 PEROBAL;86;86
411890 PEROLA;153;153
411900 PEROLA D'OESTE;62;62
411910 PIEN;165;173
411915 PINHAIS;1576;1615
411920 PINHALAO;88;88
411925 PINHAL DE SAO BENTO;27;28
411930 PINHAO;473;476
411940 PIRAI DO SUL;334;337
411950 PIRAQUARA;1542;1578
411960 PITANGA;470;470
411965 PITANGUEIRAS;35;36
411970 PLANALTINA DO PARANA;53;54
411980 PLANALTO;142;143
411990 PONTA GROSSA;4704;4738
411995 PONTAL DO PARANA;324;333
412000 PORECATU;123;126
412010 PORTO AMAZONAS;45;45
412015 PORTO BARREIRO;50;51
412020 PORTO RICO;33;34
412030 PORTO VITORIA;43;44
412033 PRADO FERREIRA;56;57
412035 PRANCHITA;66;66
412040 PRESIDENTE CASTELO BRANCO;50;51
412050 PRIMEIRO DE MAIO;94;95
412060 PRUDENTOPOLIS;631;634
412065 QUARTO CENTENARIO;54;54
412070 QUATIGUA;92;93
412080 QUATRO BARRAS;290;292
412085 QUATRO PONTES;46;46
412090 QUEDAS DO IGUACU;445;453
412100 QUERENCIA DO NORTE;148;149
412110 QUINTA DO SOL;57;57
412120 QUITANDINHA;194;213
412125 RAMILANDIA;59;59
412130 RANCHO ALEGRE;39;40
412135 RANCHO ALEGRE D'OESTE;35;35
412140 REALEZA;202;207
412150 REBOUCAS;185;186
412160 RENASCENCA;76;78
412170 RESERVA;344;347
412175 RESERVA DO IGUACU;99;102
412180 RIBEIRAO CLARO;160;162
412190 RIBEIRAO DO PINHAL;165;165
412200 RIO AZUL;163;166
412210 RIO BOM;26;26
412215 RIO BONITO DO IGUACU;236;236
412217 RIO BRANCO DO IVAI;53;53
412220 RIO BRANCO DO SUL;529;579
412230 RIO NEGRO;334;336
412240 ROLANDIA;965;981
412250 RONCADOR;165;165
412260 RONDON;115;115
412265 ROSARIO DO IVAI;68;69
412270 SABAUDIA;106;106
412280 SALGADO FILHO;47;48
412290 SALTO DO ITARARE;58;58
412300 SALTO DO LONTRA;188;188
412310 SANTA AMELIA;38;38
412320 SANTA CECILIA DO PAVAO;34;34
412330 SANTA CRUZ DE MONTE CASTELO;96;96
412340 SANTA FE;124;124
412350 SANTA HELENA;328;342
412360 SANTA INES;21;22
412370 SANTA ISABEL DO IVAI;101;101
412380 SANTA IZABEL DO OESTE;162;164
412382 SANTA LUCIA;41;42
412385 SANTA MARIA DO OESTE;106;106
412390 SANTA MARIANA;130;131
412395 SANTA MONICA;39;39
412400 SANTANA DO ITARARE;59;60
412402 SANTA TEREZA DO OESTE;219;219
412405 SANTA TEREZINHA DE ITAIPU;316;319
412410 SANTO ANTONIO DA PLATINA;591;595
412420 SANTO ANTONIO DO CAIUA;30;30
412430 SANTO ANTONIO DO PARAISO;18;18
412440 SANTO ANTONIO DO SUDOESTE;256;258
412450 SANTO INACIO;89;90
412460 SAO CARLOS DO IVAI;83;84
412470 SAO JERONIMO DA SERRA;116;116
412480 SAO JOAO;156;160
412490 SAO JOAO DO CAIUA;73;73
412500 SAO JOAO DO IVAI;113;114
412510 SAO JOAO DO TRIUNFO;200;203
412520 SAO JORGE D'OESTE;96;96
412530 SAO JORGE DO IVAI;49;50
412535 SAO JORGE DO PATROCINIO;88;88
412540 SAO JOSE DA BOA VISTA;64;65
412545 SAO JOSE DAS PALMEIRAS;56;56
412550 SAO JOSE DOS PINHAIS;4458;4570
412555 SAO MANOEL DO PARANA;22;22
412560 SAO MATEUS DO SUL;584;590
412570 SAO MIGUEL DO IGUACU;428;432
412575 SAO PEDRO DO IGUACU;86;88
412580 SAO PEDRO DO IVAI;100;102
412590 SAO PEDRO DO PARANA;30;30
412600 SAO SEBASTIAO DA AMOREIRA;82;82
412610 SAO TOME;52;52
412620 SAPOPEMA;90;90
412625 SARANDI;1562;1577
412627 SAUDADE DO IGUACU;80;84
412630 SENGES;218;223
412635 SERRANOPOLIS DO IGUACU;45;46
412640 SERTANEJA;54;55
412650 SERTANOPOLIS;159;163
412660 SIQUEIRA CAMPOS;310;311
412665 SULINA;39;39
412667 TAMARANA;181;183
412670 TAMBOARA;80;80
412680 TAPEJARA;168;169
412690 TAPIRA;58;59
412700 TEIXEIRA SOARES;121;125
412710 TELEMACO BORBA;1023;1040
412720 TERRA BOA;240;242
412730 TERRA RICA;178;180
412740 TERRA ROXA;241;241
412750 TIBAGI;281;287
412760 TIJUCAS DO SUL;204;207
412770 TOLEDO;1956;1977
412780 TOMAZINA;78;79
412785 TRES BARRAS DO PARANA;141;142
412788 TUNAS DO PARANA;113;117
412790 TUNEIRAS DO OESTE;89;90
412795 TUPASSI;75;76
412796 TURVO;198;201
412800 UBIRATA;328;329
412810 UMUARAMA;1570;1574
412820 UNIAO DA VITORIA;776;782
412830 UNIFLOR;29;29
412840 URAI;108;109
412850 WENCESLAU BRAZ;301;306
412853 VENTANIA;120;120
412855 VERA CRUZ DO OESTE;86;87
412860 VERE;86;87
412862 ALTO PARAISO;33;33
412863 DOUTOR ULYSSES;72;74
412865 VIRMOND;52;52
412870 VITORINO;137;138
412880 XAMBRE;74;74
420005 ABDON BATISTA;26;26
420010 ABELARDO LUZ;307;310
420020 AGROLANDIA;136;137
420030 AGRONOMICA;75;77
420040 AGUA DOCE;99;100
420050 AGUAS DE CHAPECO;62;63
420055 AGUAS FRIAS;34;34
420060 AGUAS MORNAS;88;90
420070 ALFREDO WAGNER;94;95
420075 ALTO BELA VISTA;16;16
420080 ANCHIETA;53;54
420090 ANGELINA;51;51
420100 ANITA GARIBALDI;94;94
420110 ANITAPOLIS;34;35
420120 ANTONIO CARLOS;133;135
420125 APIUNA;114;115
420127 ARABUTA;42;44
420130 ARAQUARI;682;690
420140 ARARANGUA;955;963
420150 ARMAZEM;113;113
420160 ARROIO TRINTA;35;38
420165 ARVOREDO;31;31
420170 ASCURRA;98;100
420180 ATALANTA;46;46
420190 AURORA;76;76
420195 BALNEARIO ARROIO DO SILVA;168;168
420200 BALNEARIO CAMBORIU;1668;1677
420205 BALNEARIO BARRA DO SUL;155;156
420207 BALNEARIO GAIVOTA;164;166
420208 BANDEIRANTE;35;37
420209 BARRA BONITA;12;12
420210 BARRA VELHA;551;552
420213 BELA VISTA DO TOLDO;58;60
420215 BELMONTE;30;30
420220 BENEDITO NOVO;113;114
420230 BIGUACU;918;939
420240 BLUMENAU;4296;4324
420243 BOCAINA DO SUL;45;45
420245 BOMBINHAS;318;320
420250 BOM JARDIM DA SERRA;50;51
420253 BOM JESUS;34;35
420257 BOM JESUS DO OESTE;21;21
420260 BOM RETIRO;105;107
420270 BOTUVERA;56;58
420280 BRACO DO NORTE;532;548
420285 BRACO DO TROMBUDO;41;41
420287 BRUNOPOLIS;32;33
420290 BRUSQUE;2057;2072
420300 CACADOR;1069;1093
420310 CAIBI;71;71
420315 CALMON;51;55
420320 CAMBORIU;1494;1514
420325 CAPAO ALTO;22;22
420330 CAMPO ALEGRE;137;140
420340 CAMPO BELO DO SUL;82;82
420350 CAMPO ERE;142;144
420360 CAMPOS NOVOS;498;505
420370 CANELINHA;184;189
420380 CANOINHAS;742;746
420390 CAPINZAL;318;325
420395 CAPIVARI DE BAIXO;300;301
420400 CATANDUVAS;185;186
420410 CAXAMBU DO SUL;58;58
420415 CELSO RAMOS;29;29
420417 CERRO NEGRO;39;40
420419 CHAPADAO DO LAGEADO;34;34
420420 CHAPECO;3732;3801
420425 COCAL DO SUL;193;200
420430 CONCORDIA;1147;1158
420435 CORDILHEIRA ALTA;67;67
420440 CORONEL FREITAS;122;124
420445 CORONEL MARTINS;23;23
420450 CORUPA;173;174
420455 CORREIA PINTO;234;236
420460 CRICIUMA;2685;2718
420470 CUNHA PORA;144;145
420475 CUNHATAI;17;18
420480 CURITIBANOS;638;643
420490 DESCANSO;84;85
420500 DIONISIO CERQUEIRA;204;208
420510 DONA EMMA;55;56
420515 DOUTOR PEDRINHO;33;34
420517 ENTRE RIOS;58;59
420519 ERMO;21;22
420520 ERVAL VELHO;47;47
420530 FAXINAL DOS GUEDES;162;162
420535 FLOR DO SERTAO;16;16
420540 FLORIANOPOLIS;6046;6171
420543 FORMOSA DO SUL;39;40
420545 FORQUILHINHA;428;435
420550 FRAIBURGO;524;529
420555 FREI ROGERIO;26;26
420560 GALVAO;45;46
420570 GAROPABA;335;341
420580 GARUVA;278;280
420590 GASPAR;940;947
420600 GOVERNADOR CELSO RAMOS;142;150
420610 GRAO PARA;101;101
420620 GRAVATAL;139;139
420630 GUABIRUBA;353;354
420640 GUARACIABA;124;125
420650 GUARAMIRIM;622;627
420660 GUARUJA DO SUL;50;50
420665 GUATAMBU;95;96
420670 HERVAL D'OESTE;284;285
420675 IBIAM;26;26
420680 IBICARE;40;40
420690 IBIRAMA;245;245
420700 ICARA;746;756
420710 ILHOTA;181;182
420720 IMARUI;117;119
420730 IMBITUBA;607;613
420740 IMBUIA;75;77
420750 INDAIAL;900;916
420757 IOMERE;28;28
420760 IPIRA;53;53
420765 IPORA DO OESTE;116;116
420768 IPUACU;126;127
420770 IPUMIRIM;100;103
420775 IRACEMINHA;36;37
420780 IRANI;120;120
420785 IRATI;24;24
420790 IRINEOPOLIS;125;126
420800 ITA;74;74
420810 ITAIOPOLIS;301;305
420820 ITAJAI;3646;3675
420830 ITAPEMA;972;980
420840 ITAPIRANGA;226;227
420845 ITAPOA;313;318
420850 ITUPORANGA;375;382
420860 JABORA;53;54
420870 JACINTO MACHADO;118;119
420880 JAGUARUNA;249;251
420890 JARAGUA DO SUL;2402;2417
420895 JARDINOPOLIS;19;19
420900 JOACABA;364;368
420910 JOINVILLE;7833;7898
420915 JOSE BOITEUX;107;109
420917 JUPIA;29;29
420920 LACERDOPOLIS;20;21
420930 LAGES;2266;2284
420940 LAGUNA;426;433
420945 LAJEADO GRANDE;19;19
420950 LAURENTINO;76;79
420960 LAURO MULLER;193;193
420970 LEBON REGIS;178;185
420980 LEOBERTO LEAL;48;48
420985 LINDOIA DO SUL;43;43
420990 LONTRAS;163;164
421000 LUIZ ALVES;193;193
421003 LUZERNA;50;51
421005 MACIEIRA;19;20
421010 MAFRA;705;715
421020 MAJOR GERCINO;35;35
421030 MAJOR VIEIRA;121;123
421040 MARACAJA;111;111
421050 MARAVILHA;379;382
421055 MAREMA;15;16
421060 MASSARANDUBA;198;199
421070 MATOS COSTA;35;36
421080 MELEIRO;83;84
421085 MIRIM DOCE;29;29
421090 MODELO;33;33
421100 MONDAI;115;117
421105 MONTE CARLO;131;131
421110 MONTE CASTELO;106;106
421120 MORRO DA FUMACA;214;214
421125 MORRO GRANDE;36;36
421130 NAVEGANTES;1494;1504
421140 NOVA ERECHIM;64;64
421145 NOVA ITABERABA;53;53
421150 NOVA TRENTO;164;167
421160 NOVA VENEZA;169;169
421165 NOVO HORIZONTE;24;24
421170 ORLEANS;329;332
421175 OTACILIO COSTA;232;235
421180 OURO;71;74
421185 OURO VERDE;25;25
421187 PAIAL;23;23
421189 PAINEL;37;37
421190 PALHOCA;2750;2820
421200 PALMA SOLA;113;114
421205 PALMEIRA;30;31
421210 PALMITOS;141;147
421220 PAPANDUVA;292;297
421223 PARAISO;45;45
421225 PASSO DE TORRES;78;79
421227 PASSOS MAIA;63;63
421230 PAULO LOPES;82;83
421240 PEDRAS GRANDES;38;38
421250 PENHA;412;413
421260 PERITIBA;28;29
421265 PESCARIA BRAVA;105;107
421270 PETROLANDIA;76;76
421280 BALNEARIO PICARRAS;324;330
421290 PINHALZINHO;325;327
421300 PINHEIRO PRETO;44;44
421310 PIRATUBA;61;63
421315 PLANALTO ALEGRE;35;35
421320 POMERODE;445;446
421330 PONTE ALTA;61;61
421335 PONTE ALTA DO NORTE;59;59
421340 PONTE SERRADA;164;165
421350 PORTO BELO;327;327
421360 PORTO UNIAO;377;381
421370 POUSO REDONDO;262;264
421380 PRAIA GRANDE;104;106
421390 PRESIDENTE CASTELLO BRANCO;24;25
421400 PRESIDENTE GETULIO;276;279
421410 PRESIDENTE NEREU;24;24
421415 PRINCESA;25;25
421420 QUILOMBO;158;159
421430 RANCHO QUEIMADO;42;44
421440 RIO DAS ANTAS;73;73
421450 RIO DO CAMPO;71;71
421460 RIO DO OESTE;79;79
421470 RIO DOS CEDROS;107;108
421480 RIO DO SUL;879;892
421490 RIO FORTUNA;77;78
421500 RIO NEGRINHO;545;547
421505 RIO RUFINO;25;25
421507 RIQUEZA;45;45
421510 RODEIO;131;134
421520 ROMELANDIA;43;44
421530 SALETE;76;79
421535 SALTINHO;38;38
421540 SALTO VELOSO;50;50
421545 SANGAO;157;161
421550 SANTA CECILIA;270;272
421555 SANTA HELENA;29;30
421560 SANTA ROSA DE LIMA;24;24
421565 SANTA ROSA DO SUL;97;98
421567 SANTA TEREZINHA;81;81
421568 SANTA TEREZINHA DO PROGRESSO;25;25
421569 SANTIAGO DO SUL;22;22
421570 SANTO AMARO DA IMPERATRIZ;282;292
421575 SAO BERNARDINO;34;34
421580 SAO BENTO DO SUL;1048;1072
421590 SAO BONIFACIO;33;35
421600 SAO CARLOS;126;130
421605 SAO CRISTOVAO DO SUL;73;73
421610 SAO DOMINGOS;98;100
421620 SAO FRANCISCO DO SUL;658;660
421625 SAO JOAO DO OESTE;59;60
421630 SAO JOAO BATISTA;468;474
421635 SAO JOAO DO ITAPERIU;49;49
421640 SAO JOAO DO SUL;109;111
421650 SAO JOAQUIM;404;405
421660 SAO JOSE;3120;3209
421670 SAO JOSE DO CEDRO;162;165
421680 SAO JOSE DO CERRITO;94;96
421690 SAO LOURENCO DO OESTE;326;330
421700 SAO LUDGERO;189;190
421710 SAO MARTINHO;41;41
421715 SAO MIGUEL DA BOA VISTA;15;15
421720 SAO MIGUEL DO OESTE;518;522
421725 SAO PEDRO DE ALCANTARA;31;32
421730 SAUDADES;122;122
421740 SCHROEDER;283;289
421750 SEARA;262;266
421755 SERRA ALTA;38;39
421760 SIDEROPOLIS;158;160
421770 SOMBRIO;416;421
421775 SUL BRASIL;29;29
421780 TAIO;295;297
421790 TANGARA;101;101
421795 TIGRINHOS;30;30
421800 TIJUCAS;652;669
421810 TIMBE DO SUL;62;63
421820 TIMBO;456;465
421825 TIMBO GRANDE;108;108
421830 TRES BARRAS;294;296
421835 TREVISO;34;34
421840 TREZE DE MAIO;77;77
421850 TREZE TILIAS;129;130
421860 TROMBUDO CENTRAL;80;80
421870 TUBARAO;1347;1353
421875 TUNAPOLIS;56;57
421880 TURVO;161;163
421885 UNIAO DO OESTE;29;29
421890 URUBICI;104;104
421895 URUPEMA;31;31
421900 URUSSANGA;185;187
421910 VARGEAO;41;41
421915 VARGEM;29;31
421917 VARGEM BONITA;70;70
421920 VIDAL RAMOS;59;60
421930 VIDEIRA;805;815
421935 VITOR MEIRELES;79;81
421940 WITMARSUM;63;66
421950 XANXERE;687;700
421960 XAVANTINA;24;25
421970 XAXIM;492;498
421985 ZORTEA;43;44
422000 BALNEARIO RINCAO;190;195
430003 ACEGUA;50;52
430005 AGUA SANTA;24;26
430010 AGUDO;174;176
430020 AJURICABA;59;60
430030 ALECRIM;49;49
430040 ALEGRETE;779;786
430045 ALEGRIA;28;28
430047 ALMIRANTE TAMANDARE DO SUL;16;16
430050 ALPESTRE;73;75
430055 ALTO ALEGRE;20;20
430057 ALTO FELIZ;35;36
430060 ALVORADA;2553;2579
430063 AMARAL FERRADOR;47;50
430064 AMETISTA DO SUL;98;100
430066 ANDRE DA ROCHA;9;9
430070 ANTA GORDA;60;61
430080 ANTONIO PRADO;157;159
430085 ARAMBARE;36;36
430087 ARARICA;82;82
430090 ARATIBA;48;48
430100 ARROIO DO MEIO;293;297
430105 ARROIO DO SAL;133;133
430107 ARROIO DO PADRE;13;21
430110 ARROIO DOS RATOS;181;184
430120 ARROIO DO TIGRE;119;123
430130 ARROIO GRANDE;140;167
430140 ARVOREZINHA;126;129
430150 AUGUSTO PESTANA;64;67
430155 AUREA;28;29
430160 BAGE;1497;1504
430163 BALNEARIO PINHAL;160;161
430165 BARAO;40;41
430170 BARAO DE COTEGIPE;62;63
430175 BARAO DO TRIUNFO;54;54
430180 BARRACAO;37;38
430185 BARRA DO GUARITA;44;45
430187 BARRA DO QUARAI;34;35
430190 BARRA DO RIBEIRO;124;127
430192 BARRA DO RIO AZUL;9;9
430195 BARRA FUNDA;30;30
430200 BARROS CASSAL;122;125
430205 BENJAMIN CONSTANT DO SUL;39;44
430210 BENTO GONCALVES;1481;1501
430215 BOA VISTA DAS MISSOES;21;21
430220 BOA VISTA DO BURICA;89;89
430222 BOA VISTA DO CADEADO;15;15
430223 BOA VISTA DO INCRA;26;27
430225 BOA VISTA DO SUL;23;23
430230 BOM JESUS;164;165
430235 BOM PRINCIPIO;145;149
430237 BOM PROGRESSO;40;40
430240 BOM RETIRO DO SUL;157;159
430245 BOQUEIRAO DO LEAO;76;76
430250 BOSSOROCA;62;62
430258 BOZANO;23;23
430260 BRAGA;40;40
430265 BROCHIER;34;38
430270 BUTIA;200;201
430280 CACAPAVA DO SUL;361;377
430290 CACEQUI;112;114
430300 CACHOEIRA DO SUL;1033;1040
430310 CACHOEIRINHA;1745;1764
430320 CACIQUE DOBLE;50;50
430330 CAIBATE;36;38
430340 CAICARA;49;51
430350 CAMAQUA;813;826
430355 CAMARGO;42;42
430360 CAMBARA DO SUL;69;69
430367 CAMPESTRE DA SERRA;23;23
430370 CAMPINA DAS MISSOES;68;68
430380 CAMPINAS DO SUL;49;51
430390 CAMPO BOM;820;828
430400 CAMPO NOVO;70;70
430410 CAMPOS BORGES;41;41
430420 CANDELARIA;321;324
430430 CANDIDO GODOI;54;54
430435 CANDIOTA;120;122
430440 CANELA;696;705
430450 CANGUCU;498;549
430460 CANOAS;4408;4456
430461 CANUDOS DO VALE;11;12
430462 CAPAO BONITO DO SUL;16;16
430463 CAPAO DA CANOA;907;922
430465 CAPAO DO CIPO;32;32
430466 CAPAO DO LEAO;173;333
430467 CAPIVARI DO SUL;44;46
430468 CAPELA DE SANTANA;141;143
430469 CAPITAO;35;37
430470 CARAZINHO;779;785
430471 CARAA;57;57
430480 CARLOS BARBOSA;324;329
430485 CARLOS GOMES;10;11
430490 CASCA;79;79
430495 CASEIROS;26;26
430500 CATUIPE;98;99
430510 CAXIAS DO SUL;5523;5578
430511 CENTENARIO;31;31
430512 CERRITO;30;39
430513 CERRO BRANCO;26;26
430515 CERRO GRANDE;32;32
430517 CERRO GRANDE DO SUL;101;102
430520 CERRO LARGO;135;136
430530 CHAPADA;94;96
430535 CHARQUEADAS;296;301
430537 CHARRUA;31;31
430540 CHIAPETTA;34;34
430543 CHUI;40;41
430544 CHUVISCA;54;54
430545 CIDREIRA;203;203
430550 CIRIACO;40;40
430558 COLINAS;27;27
430560 COLORADO;23;23
430570 CONDOR;94;96
430580 CONSTANTINA;112;118
430583 COQUEIRO BAIXO;10;10
430585 COQUEIROS DO SUL;19;19
430587 CORONEL BARROS;30;30
430590 CORONEL BICACO;85;86
430593 CORONEL PILAR;12;12
430595 COTIPORA;27;27
430597 COXILHA;38;39
430600 CRISSIUMAL;119;132
430605 CRISTAL;75;79
430607 CRISTAL DO SUL;39;39
430610 CRUZ ALTA;754;781
430613 CRUZALTENSE;17;17
430620 CRUZEIRO DO SUL;128;131
430630 DAVID CANABARRO;34;36
430632 DERRUBADAS;32;32
430635 DEZESSEIS DE NOVEMBRO;19;19
430637 DILERMANDO DE AGUIAR;26;26
430640 DOIS IRMAOS;398;404
430642 DOIS IRMAOS DAS MISSOES;28;28
430645 DOIS LAJEADOS;23;23
430650 DOM FELICIANO;129;133
430655 DOM PEDRO DE ALCANTARA;27;27
430660 DOM PEDRITO;396;397
430670 DONA FRANCISCA;26;27
430673 DOUTOR MAURICIO CARDOSO;37;38
430675 DOUTOR RICARDO;22;23
430676 ELDORADO DO SUL;542;551
430680 ENCANTADO;279;281
430690 ENCRUZILHADA DO SUL;238;240
430692 ENGENHO VELHO;30;30
430693 ENTRE-IJUIS;119;120
430695 ENTRE RIOS DO SUL;20;30
430697 EREBANGO;50;51
430700 ERECHIM;1294;1310
430705 ERNESTINA;33;33
430710 HERVAL;52;63
430720 ERVAL GRANDE;45;52
430730 ERVAL SECO;70;71
430740 ESMERALDA;23;24
430745 ESPERANCA DO SUL;39;39
430750 ESPUMOSO;173;174
430755 ESTACAO;66;68
430760 ESTANCIA VELHA;516;521
430770 ESTEIO;1009;1014
430780 ESTRELA;425;433
430781 ESTRELA VELHA;37;37
430783 EUGENIO DE CASTRO;30;31
430786 FAGUNDES VARELA;23;23
430790 FARROUPILHA;828;834
430800 FAXINAL DO SOTURNO;60;62
430805 FAXINALZINHO;18;21
430807 FAZENDA VILANOVA;42;42
430810 FELIZ;153;155
430820 FLORES DA CUNHA;373;375
430825 FLORIANO PEIXOTO;10;11
430830 FONTOURA XAVIER;84;89
430840 FORMIGUEIRO;74;74
430843 FORQUETINHA;19;19
430845 FORTALEZA DOS VALOS;47;48
430850 FREDERICO WESTPHALEN;425;431
430860 GARIBALDI;391;393
430865 GARRUCHOS;16;16
430870 GAURAMA;46;47
430880 GENERAL CAMARA;79;80
430885 GENTIL;28;28
430890 GETULIO VARGAS;156;157
430900 GIRUA;179;181
430905 GLORINHA;73;76
430910 GRAMADO;599;605
430912 GRAMADO DOS LOUREIROS;31;37
430915 GRAMADO XAVIER;38;39
430920 GRAVATAI;3043;3082
430925 GUABIJU;8;8
430930 GUAIBA;1052;1069
430940 GUAPORE;331;332
430950 GUARANI DAS MISSOES;65;66
430955 HARMONIA;47;50
430957 HERVEIRAS;34;34
430960 HORIZONTINA;219;224
430965 HULHA NEGRA;55;55
430970 HUMAITA;42;42
430975 IBARAMA;37;37
430980 IBIACA;49;49
430990 IBIRAIARAS;68;68
430995 IBIRAPUITA;37;37
431000 IBIRUBA;251;256
431010 IGREJINHA;529;541
431020 IJUI;1070;1079
431030 ILOPOLIS;44;45
431033 IMBE;313;319
431036 IMIGRANTE;25;25
431040 INDEPENDENCIA;58;59
431041 INHACORA;26;26
431043 IPE;44;44
431046 IPIRANGA DO SUL;12;12
431050 IRAI;88;89
431053 ITAARA;55;55
431055 ITACURUBI;18;18
431057 ITAPUCA;19;19
431060 ITAQUI;484;486
431065 ITATI;31;31
431070 ITATIBA DO SUL;21;22
431075 IVORA;8;8
431080 IVOTI;225;230
431085 JABOTICABA;39;39
431087 JACUIZINHO;21;21
431090 JACUTINGA;34;34
431100 JAGUARAO;304;324
431110 JAGUARI;84;85
431112 JAQUIRANA;51;52
431113 JARI;37;38
431115 JOIA;68;69
431120 JULIO DE CASTILHOS;207;211
431123 LAGOA BONITA DO SUL;19;19
431125 LAGOAO;55;55
431127 LAGOA DOS TRES CANTOS;23;24
431130 LAGOA VERMELHA;371;375
431140 LAJEADO;1164;1181
431142 LAJEADO DO BUGRE;30;30
431150 LAVRAS DO SUL;71;72
431160 LIBERATO SALZANO;54;54
431162 LINDOLFO COLLOR;77;77
431164 LINHA NOVA;6;6
431170 MACHADINHO;58;58
431171 MACAMBARA;61;61
431173 MAMPITUBA;45;47
431175 MANOEL VIANA;71;72
431177 MAQUINE;86;86
431179 MARATA;30;30
431180 MARAU;557;565
431190 MARCELINO RAMOS;42;42
431198 MARIANA PIMENTEL;45;47
